type,air_temperature_[k],process_temperature_[k],rotational_speed_[rpm],torque_[nm],tool_wear_[min],twf,hdf,pwf,osf,rnf,machine_failure
0,298.3,308.5,1575.0,41.2,105,0,0,0,0,0,0
1,296.1,307.1,1485.0,36.0,169,0,0,0,0,0,0
1,298.1,308.8,1434.0,41.8,93,0,0,0,0,0,0
0,298.0,308.2,1442.0,44.1,204,0,0,0,0,0,0
0,300.5,311.0,1899.5,18.9,9,0,0,0,0,0,0
0,298.9,309.6,1583.0,39.8,202,0,0,0,0,0,0
0,298.8,309.5,1645.0,32.8,157,0,0,0,0,0,0
2,301.2,310.5,1505.0,43.6,78,0,0,0,0,0,0
2,299.8,309.7,1368.0,47.4,148,0,0,0,0,0,0
1,299.1,310.2,1711.0,28.1,17,0,0,0,0,0,0
1,298.9,309.9,1501.0,37.1,70,0,0,0,0,0,0
0,297.8,308.4,1685.0,28.4,179,0,0,0,0,0,0
0,298.4,308.1,1367.0,57.8,92,0,0,0,0,0,0
1,299.8,311.1,1452.0,44.3,167,0,0,0,0,0,0
0,304.0,313.3,1294.0,54.6,102,0,0,0,0,0,0
0,298.3,309.1,1472.0,40.1,31,0,0,0,0,0,0
0,297.5,308.4,1489.0,39.5,96,0,0,0,0,0,0
1,301.1,310.6,1310.0,48.8,103,0,0,0,0,0,0
0,301.0,312.1,1377.0,49.9,48,0,0,0,0,0,0
0,299.5,310.0,1412.0,48.9,56,0,0,0,0,0,0
1,297.1,308.4,1583.0,38.2,150,0,0,0,0,0,0
0,301.0,312.0,1447.0,36.8,31,0,0,0,0,0,0
0,301.9,310.8,1540.0,37.6,83,0,0,0,0,0,0
0,298.0,308.2,1365.0,52.9,218,0,0,0,0,0,1
0,298.2,308.1,1532.0,42.5,154,0,0,0,0,0,0
1,300.1,309.6,1376.0,52.1,147,0,0,0,0,0,0
0,299.1,308.8,1329.0,53.6,207,0,0,0,0,0,1
1,299.0,309.0,1575.0,35.3,47,0,0,0,0,0,0
0,301.5,310.6,1579.0,28.0,220,0,0,0,0,0,0
0,300.7,310.8,1534.0,41.3,69,0,0,0,0,0,0
0,296.3,307.2,1646.0,35.0,192,0,0,0,0,0,0
0,301.5,310.9,1451.0,40.6,0,0,0,0,0,0,0
0,299.0,310.3,1584.0,34.4,83,0,0,0,0,0,0
0,298.3,307.9,1507.0,41.2,149,0,0,0,0,0,0
2,303.3,311.3,1502.0,39.5,38,0,0,0,0,0,0
0,299.6,311.0,1708.0,31.0,122,0,0,0,0,0,0
0,299.5,309.3,1477.0,40.4,138,0,0,0,0,0,0
0,300.2,310.3,1445.0,50.9,34,0,0,0,0,0,0
0,301.9,310.9,1616.0,34.5,46,0,0,0,0,0,0
0,297.4,308.1,1749.0,25.9,8,0,0,0,0,0,0
0,297.7,308.4,1510.0,38.6,72,0,0,0,0,0,0
1,300.7,309.6,1421.0,49.8,165,0,0,0,0,0,0
0,297.7,309.7,1591.0,37.7,196,0,0,0,0,0,0
0,297.5,308.6,1621.0,28.9,0,0,0,0,0,0,0
1,297.4,308.7,1425.0,50.3,152,0,0,0,0,0,0
0,298.9,310.1,1473.0,42.6,164,0,0,0,0,0,0
0,301.4,310.7,1675.0,30.7,92,0,0,0,0,0,0
0,302.5,311.9,1520.0,44.9,94,0,0,0,0,0,0
0,300.8,310.6,1666.0,36.2,144,0,0,0,0,0,0
1,299.5,310.8,1507.0,40.2,156,0,0,0,0,0,0
0,300.7,311.8,1478.0,41.9,207,0,0,0,0,0,0
1,299.0,308.7,1500.0,40.2,30,0,0,0,0,0,0
2,297.6,308.2,1899.5,18.5,144,0,0,0,0,0,0
0,301.7,311.0,1700.0,28.7,19,0,0,0,0,0,0
0,298.2,307.9,1551.0,34.1,190,0,0,0,0,0,0
0,303.3,311.8,1315.0,62.0,42,0,0,0,0,0,1
1,301.1,311.0,1413.0,46.6,30,0,0,0,0,0,0
0,301.2,310.9,1597.0,37.9,164,0,0,0,0,0,0
2,300.9,310.7,1656.0,30.7,200,0,0,0,0,0,0
0,297.4,309.4,1620.0,35.4,51,0,0,0,0,0,0
0,300.0,310.0,1486.0,41.8,69,0,0,0,0,0,0
1,298.9,310.0,1487.0,36.6,129,0,0,0,0,0,0
1,303.7,312.4,1642.0,32.3,206,0,0,0,0,0,0
2,298.8,309.8,1437.0,48.2,164,0,0,0,0,0,0
0,300.5,311.0,1759.0,28.3,13,0,0,0,0,0,0
0,301.2,310.9,1416.0,53.3,66,0,0,0,0,0,0
0,300.3,309.2,1462.0,51.4,48,0,0,0,0,0,0
0,297.3,308.6,1586.0,37.7,155,0,0,0,0,0,0
0,298.5,310.0,1492.0,41.2,19,0,0,0,0,0,0
0,299.1,309.0,1450.0,43.0,40,0,0,0,0,0,0
1,302.2,311.2,1471.0,41.9,166,0,0,0,0,0,0
1,301.4,310.7,1375.0,42.0,168,0,0,0,0,0,0
1,298.3,308.9,1363.0,46.1,5,0,0,0,0,0,0
0,298.6,309.2,1899.5,19.6,40,0,0,0,0,0,0
0,302.6,311.9,1397.0,46.9,82,0,0,0,0,0,0
2,297.7,309.7,1440.0,51.1,191,0,0,0,0,0,0
0,298.0,308.3,1544.0,34.7,213,0,0,0,0,0,0
1,298.2,307.9,1529.0,36.6,105,0,0,0,0,0,0
0,302.7,312.2,1369.0,51.8,174,0,0,0,0,0,0
2,301.1,311.0,1339.0,52.8,194,0,0,0,0,0,0
1,301.9,309.7,1533.0,35.9,204,0,0,0,0,0,0
0,303.6,312.4,1418.0,46.0,128,0,0,0,0,0,0
0,302.8,312.5,1462.0,43.4,68,0,0,0,0,0,0
0,303.8,312.9,1819.0,23.7,16,0,0,0,0,0,0
0,302.0,310.8,1899.5,23.4,188,0,0,0,0,0,0
1,298.8,309.6,1693.0,33.3,170,0,0,0,0,0,0
1,300.8,312.6,1588.0,35.6,114,0,0,0,0,0,0
0,298.4,308.7,1588.0,35.0,99,0,0,0,0,0,0
0,299.3,309.1,1493.0,38.0,151,0,0,0,0,0,0
0,300.7,311.2,1457.0,51.4,61,0,0,0,0,0,0
1,298.4,309.2,1414.0,46.4,128,0,0,0,0,0,0
1,299.4,308.7,1289.0,60.5,104,0,0,0,0,0,0
1,298.6,309.5,1568.0,36.7,182,0,0,0,0,0,0
0,302.1,310.6,1459.0,47.6,93,0,0,0,0,0,0
0,299.9,309.2,1761.0,25.6,115,0,0,0,0,0,0
0,299.3,310.4,1629.0,32.6,177,0,0,0,0,0,0
0,298.6,309.6,1611.0,35.7,23,0,0,0,0,0,0
1,297.5,308.7,1546.0,38.0,123,0,0,0,0,0,0
1,301.7,309.9,1533.0,40.9,106,0,0,0,0,0,0
1,300.8,311.9,1761.0,29.0,113,0,0,0,0,0,0
2,299.0,310.2,1637.0,38.0,68,0,0,0,0,0,0
0,301.5,310.1,1541.0,42.2,52,0,0,0,0,0,0
0,300.4,309.9,1567.0,36.5,72,0,0,0,0,0,0
1,297.2,308.7,1398.0,38.1,88,0,0,0,0,0,0
1,301.6,310.8,1343.0,49.5,140,0,0,0,0,0,0
2,302.7,311.5,1556.0,35.0,164,0,0,0,0,0,0
0,303.5,312.1,1326.0,55.7,114,0,0,0,0,0,0
1,300.6,309.7,1428.0,42.6,23,0,0,0,0,0,0
0,300.4,309.6,1379.0,54.5,122,0,0,0,0,0,0
0,298.0,308.8,1610.0,33.7,212,0,0,0,0,0,0
0,300.3,311.7,1682.0,27.8,178,0,0,0,0,0,0
0,301.6,310.7,1494.0,39.5,24,0,0,0,0,0,0
0,299.5,310.0,1349.0,52.7,92,0,0,0,0,0,0
1,300.3,309.6,1509.0,46.6,95,0,0,0,0,0,0
1,299.6,309.4,1283.0,62.1,83,0,0,0,0,0,0
0,298.9,310.2,1705.0,32.5,63,0,0,0,0,0,0
0,301.4,310.4,1639.0,28.9,94,0,0,0,0,0,0
0,302.6,312.0,1674.0,32.2,70,0,0,0,0,0,0
1,300.5,312.0,1382.0,54.1,27,0,0,0,0,0,0
1,300.8,311.0,1580.0,36.6,109,0,0,0,0,0,0
0,296.8,307.8,1573.0,36.4,126,0,0,0,0,0,0
0,298.2,308.3,1899.5,16.8,139,0,0,0,0,0,0
0,297.0,307.6,1513.0,42.4,124,0,0,0,0,0,0
0,302.3,311.7,1544.0,43.2,128,0,0,0,0,0,0
0,298.3,310.0,1507.0,44.7,73,0,0,0,0,0,0
0,302.5,310.4,1899.5,20.3,50,0,0,0,0,0,0
1,300.9,310.5,1444.0,43.2,27,0,0,0,0,0,0
0,297.3,308.1,1642.0,36.9,206,0,0,0,0,0,0
1,301.4,310.9,1557.0,39.3,174,0,0,0,0,0,0
0,302.5,310.2,1563.0,34.8,150,0,0,0,0,0,0
0,303.4,311.9,1434.0,44.6,78,0,0,0,0,0,0
1,299.3,308.5,1305.0,60.6,44,0,0,0,0,0,0
2,301.0,310.9,1899.5,22.0,42,0,0,0,0,0,0
0,300.0,309.6,1526.0,46.4,150,0,0,0,0,0,0
0,296.8,307.9,1448.0,48.8,31,0,0,0,0,0,0
0,298.3,308.5,1416.0,52.7,151,0,0,0,0,0,0
1,298.5,308.7,1347.0,48.5,33,0,0,0,0,0,0
1,301.0,309.7,1288.0,58.4,162,0,0,0,0,0,0
0,299.9,309.2,1624.0,34.6,105,0,0,0,0,0,0
0,301.8,310.8,1546.0,43.4,29,0,0,0,0,0,0
0,301.5,310.9,1899.5,12.800000000000011,15,0,0,0,0,0,1
1,298.5,309.3,1465.0,42.4,173,0,0,0,0,0,0
0,298.6,309.6,1715.0,28.4,90,0,0,0,0,0,0
0,300.4,311.4,1899.5,23.9,131,0,0,0,0,0,0
1,300.5,310.0,1580.0,37.0,181,0,0,0,0,0,0
0,302.6,312.2,1520.0,43.0,208,0,0,0,0,0,0
0,296.5,307.3,1566.0,37.2,164,0,0,0,0,0,0
0,302.6,311.0,1520.0,42.8,148,0,0,0,0,0,0
0,302.2,311.5,1744.0,31.2,172,0,0,0,0,0,0
0,298.4,307.9,1446.0,45.3,23,0,0,0,0,0,0
1,297.5,308.0,1429.0,45.8,148,0,0,0,0,0,0
0,300.6,310.1,1485.0,49.9,19,0,0,0,0,0,0
0,302.0,310.1,1409.0,50.4,172,0,0,0,0,0,0
1,300.2,309.9,1569.0,31.2,176,0,0,0,0,0,0
1,300.5,312.0,1263.0,60.8,146,0,0,0,0,0,0
0,300.5,309.8,1367.0,54.0,129,0,0,0,0,0,0
0,299.8,309.1,1668.0,30.3,200,0,0,0,0,0,0
1,297.6,308.4,1391.0,51.9,218,0,0,0,0,0,0
0,297.4,308.4,1426.0,50.4,70,0,0,0,0,0,0
2,298.0,308.0,1520.0,39.6,51,0,0,0,0,0,0
2,297.1,308.2,1527.0,42.2,199,0,0,0,0,0,0
0,299.9,311.3,1522.0,45.7,153,0,0,0,0,0,0
0,301.8,311.0,1651.0,32.5,195,0,0,0,0,0,0
0,300.7,309.8,1406.0,48.4,151,0,0,0,0,0,0
0,297.7,307.2,1392.0,43.0,197,0,0,0,0,0,0
0,300.5,310.4,1702.0,33.1,71,0,0,0,0,0,0
2,303.4,312.3,1522.0,42.1,62,0,0,0,0,0,0
0,299.8,309.2,1760.0,25.9,63,0,0,0,0,0,0
1,300.7,310.3,1659.0,29.8,6,0,0,0,0,0,0
0,300.7,311.8,1420.0,47.0,119,0,0,0,0,0,0
0,302.4,311.3,1503.0,38.2,120,0,0,0,0,0,0
1,298.1,308.0,1899.5,18.4,45,0,0,0,0,0,0
0,300.2,311.6,1322.0,50.9,215,0,0,0,0,0,0
1,299.4,309.1,1440.0,50.0,134,0,0,0,0,0,0
1,297.9,309.1,1488.0,37.3,30,0,0,0,0,0,0
2,300.8,310.5,1559.0,40.1,220,0,0,0,0,0,0
1,298.3,308.8,1391.0,50.4,13,0,0,0,0,0,0
0,298.2,308.0,1538.0,38.2,59,0,0,0,0,0,0
0,297.2,307.9,1326.0,67.19999999999999,172,0,0,0,0,0,1
0,301.2,310.7,1899.5,21.3,44,0,0,0,0,0,0
1,303.3,311.8,1536.0,40.6,205,0,0,0,0,0,0
2,303.6,312.7,1403.0,46.2,57,0,0,0,0,0,0
1,297.1,308.1,1506.0,37.7,210,0,0,0,0,0,0
0,297.6,309.3,1543.0,34.3,8,0,0,0,0,0,0
0,303.7,312.4,1348.0,51.0,152,0,0,0,0,0,0
0,298.7,309.0,1565.0,35.1,152,0,0,0,0,0,0
2,297.9,308.4,1637.0,34.5,191,0,0,0,0,0,0
0,298.2,307.7,1459.0,44.5,89,0,0,0,0,0,0
0,299.7,309.2,1411.0,46.1,173,0,0,0,0,0,0
0,299.1,310.6,1796.0,26.0,90,0,0,0,0,0,0
2,302.2,311.8,1330.0,62.4,31,0,0,0,0,0,0
1,298.2,308.8,1626.0,40.4,20,0,0,0,0,0,0
0,300.5,310.5,1409.0,60.9,73,0,0,0,0,0,0
0,300.0,309.2,1610.0,32.1,150,0,0,0,0,0,0
2,299.2,310.1,1542.0,36.1,5,0,0,0,0,0,0
0,301.8,310.6,1522.0,43.8,70,0,0,0,0,0,0
0,299.6,310.1,1487.0,42.9,42,0,0,0,0,0,0
2,301.4,310.7,1536.0,44.4,96,0,0,0,0,0,0
0,301.5,310.7,1686.0,27.9,135,0,0,0,0,0,0
0,303.1,311.2,1628.0,35.2,23,0,0,0,0,0,0
0,300.0,311.5,1455.0,41.7,130,0,0,0,0,0,0
1,297.9,307.7,1527.0,42.8,125,0,0,0,0,0,0
2,302.2,311.1,1628.0,30.6,105,0,0,0,0,0,0
0,299.4,309.0,1660.0,28.4,139,0,0,0,0,0,0
0,302.8,312.4,1392.0,46.2,70,0,0,0,0,0,0
0,298.2,307.8,1521.0,42.9,60,0,0,0,0,0,0
0,297.7,308.7,1694.0,29.1,102,0,0,0,0,0,0
1,302.9,312.3,1809.0,25.0,180,0,0,0,0,0,0
1,300.6,310.7,1388.0,42.9,190,0,0,0,0,0,0
0,300.8,309.6,1498.0,45.8,47,0,0,0,0,0,0
2,297.3,308.6,1376.0,53.5,112,0,0,0,0,0,0
0,304.0,313.2,1615.0,37.8,127,0,0,0,0,0,0
0,301.9,310.8,1525.0,43.2,62,0,0,0,0,0,0
0,298.1,309.0,1592.0,33.9,85,0,0,0,0,0,0
0,299.9,311.4,1596.0,28.9,160,0,0,0,0,0,0
1,295.6,306.3,1426.0,45.5,53,0,0,0,0,0,0
0,298.8,310.6,1602.0,39.1,211,0,0,0,0,0,0
1,298.5,308.8,1553.0,34.9,18,0,0,0,0,0,0
0,298.5,308.2,1451.0,47.5,18,0,0,0,0,0,0
0,302.8,312.3,1473.0,42.6,232,0,0,0,0,0,0
2,300.4,311.4,1427.0,50.7,122,0,0,0,0,0,0
0,302.2,311.6,1416.0,54.1,48,0,0,0,0,0,0
0,298.2,308.8,1666.0,31.5,30,0,0,0,0,0,0
1,301.1,310.5,1309.0,60.7,100,0,0,0,0,0,0
0,300.5,311.6,1444.0,49.3,92,0,0,0,0,0,0
0,298.8,310.0,1899.5,19.6,148,0,0,0,0,0,0
2,300.4,311.6,1715.0,30.8,203,0,0,0,0,0,0
0,299.1,310.2,1425.0,52.7,154,0,0,0,0,0,0
0,303.7,313.1,1355.0,49.1,188,0,0,0,0,0,0
1,300.8,311.2,1488.0,40.1,87,0,0,0,0,0,0
0,299.9,311.4,1627.0,36.7,118,0,0,0,0,0,0
0,301.0,311.0,1402.0,55.3,98,0,0,0,0,0,0
1,301.3,311.4,1838.0,23.2,215,0,0,0,0,0,0
1,297.5,308.9,1280.0,48.5,19,0,0,0,0,0,0
1,298.8,308.8,1497.0,46.8,72,0,0,0,0,0,0
0,299.4,309.3,1525.0,41.5,30,0,0,0,0,0,0
0,300.9,310.4,1788.0,27.8,90,0,0,0,0,0,0
1,299.6,309.0,1736.0,26.1,146,0,0,0,0,0,0
2,300.0,309.4,1498.0,38.5,37,0,0,0,0,0,0
0,298.8,310.2,1814.0,26.8,204,0,0,0,0,0,0
0,298.6,309.4,1440.0,48.2,136,0,0,0,0,0,0
0,299.8,309.5,1590.0,28.5,23,0,0,0,0,0,0
2,300.4,309.5,1547.0,50.7,131,0,0,0,0,0,0
1,298.5,309.4,1521.0,37.5,94,0,0,0,0,0,0
0,298.4,309.5,1899.5,15.3,98,0,0,0,0,0,1
0,303.7,312.7,1899.5,22.4,166,0,0,0,0,0,0
2,302.3,311.4,1443.0,44.1,51,0,0,0,0,0,0
1,304.2,313.4,1411.0,54.8,44,0,0,0,0,0,0
0,302.3,311.9,1434.0,51.9,173,0,0,0,0,0,0
0,300.4,311.4,1424.0,44.6,127,0,0,0,0,0,0
0,298.2,307.8,1429.0,46.9,117,0,0,0,0,0,0
1,297.3,308.4,1665.0,28.9,17,0,0,0,0,0,0
0,303.4,312.3,1680.0,30.6,67,0,0,0,0,0,0
0,298.5,309.8,1468.0,40.9,157,0,0,0,0,0,0
1,300.9,310.2,1533.0,38.1,137,0,0,0,0,0,0
1,298.7,309.1,1423.0,49.5,200,0,0,0,0,0,0
2,300.9,311.3,1295.0,58.9,77,0,0,0,0,0,0
1,297.5,308.6,1472.0,44.9,198,0,0,0,0,0,0
0,299.4,310.5,1372.0,46.3,173,0,0,0,0,0,0
1,298.8,309.9,1741.0,27.7,50,0,0,0,0,0,0
0,303.8,312.9,1573.0,34.6,14,0,0,0,0,0,0
1,300.9,312.0,1447.0,41.4,193,0,0,0,0,0,0
0,302.3,311.0,1561.0,37.2,180,0,0,0,0,0,0
1,301.0,310.6,1698.0,27.3,14,0,0,0,0,0,0
0,298.9,310.3,1436.0,39.0,32,0,0,0,0,0,0
0,300.1,310.5,1532.0,36.0,109,0,0,0,0,0,0
0,299.6,310.2,1627.0,36.6,17,0,0,0,0,0,0
0,302.5,310.2,1329.0,50.6,148,0,0,0,0,0,1
0,300.5,311.3,1475.0,46.3,49,0,0,0,0,0,0
0,300.5,310.5,1646.0,34.5,63,0,0,0,0,0,0
0,299.0,310.0,1509.0,38.0,168,0,0,0,0,0,0
0,301.8,311.2,1334.0,52.3,68,0,0,0,0,0,0
0,297.4,308.6,1678.0,32.3,180,0,0,0,0,0,0
1,297.6,308.5,1466.0,39.7,34,0,0,0,0,0,0
0,299.6,309.0,1413.0,48.5,153,0,0,0,0,0,0
0,297.9,308.6,1899.5,15.7,125,0,0,0,0,0,0
0,303.1,312.8,1465.0,44.1,109,0,0,0,0,0,0
0,303.4,312.2,1656.0,32.7,195,0,0,0,0,0,0
1,303.4,311.5,1817.0,24.7,125,0,0,0,0,0,0
0,301.0,311.7,1670.0,31.3,150,0,0,0,0,0,0
0,298.9,309.8,1616.0,36.5,110,0,0,0,0,0,0
1,298.1,308.8,1899.5,16.3,195,0,0,0,0,0,0
0,302.2,311.5,1346.0,52.4,157,0,0,0,0,0,0
0,298.2,308.4,1355.0,49.4,209,0,0,0,0,0,0
2,300.9,309.5,1469.0,43.4,126,0,0,0,0,0,0
0,298.8,308.1,1472.0,53.5,28,0,0,0,0,0,0
1,304.1,313.2,1899.5,18.9,45,0,0,0,0,0,0
0,301.0,310.5,1408.0,47.0,202,0,0,0,0,0,0
0,295.6,306.3,1636.0,32.7,56,0,0,0,0,0,0
0,297.2,307.9,1580.0,35.8,140,0,0,0,0,0,0
0,302.4,310.1,1556.0,32.9,132,0,0,0,0,0,0
2,298.7,309.8,1422.0,40.7,85,0,0,0,0,0,0
0,301.0,311.0,1804.0,25.8,174,0,0,0,0,0,0
0,302.7,310.7,1899.5,20.0,21,0,0,0,0,0,0
0,300.0,309.5,1899.5,21.9,9,0,0,0,0,0,0
2,298.8,309.2,1425.0,53.9,135,0,0,0,0,0,0
1,298.1,308.2,1736.0,26.8,27,0,0,0,0,0,0
0,299.2,309.0,1515.0,48.9,228,0,0,0,0,0,1
0,301.2,311.0,1596.0,37.2,219,0,0,0,0,0,0
0,302.4,311.7,1495.0,36.8,215,0,0,0,0,0,0
2,301.0,310.0,1212.0,67.19999999999999,30,0,0,0,0,0,0
0,300.0,310.2,1675.0,29.7,64,0,0,0,0,0,0
1,300.2,310.3,1478.0,38.1,45,0,0,0,0,0,0
0,298.2,308.2,1436.0,50.2,43,0,0,0,0,0,0
0,300.3,309.5,1474.0,38.7,35,0,0,0,0,0,0
0,300.2,310.1,1649.0,30.5,43,0,0,0,0,0,0
1,299.3,308.9,1767.0,24.8,196,0,0,0,0,0,0
0,300.3,311.5,1548.0,32.2,25,0,0,0,0,0,0
0,300.6,310.4,1899.5,19.8,116,0,0,0,0,0,0
0,302.4,311.7,1721.0,26.9,112,0,0,0,0,0,0
1,300.7,310.0,1641.0,34.6,178,0,0,0,0,0,0
0,301.6,311.1,1680.0,29.2,111,0,0,0,0,0,0
1,300.3,310.0,1409.0,43.2,9,0,0,0,0,0,0
0,301.5,310.8,1593.0,34.5,162,0,0,0,0,0,0
0,297.9,308.5,1519.0,34.3,61,0,0,0,0,0,0
1,300.7,310.7,1343.0,51.6,211,0,0,0,0,0,0
0,303.4,311.9,1771.0,31.6,202,0,0,0,0,0,0
0,298.3,308.0,1899.5,12.800000000000011,57,0,0,0,0,0,1
0,299.5,310.0,1379.0,50.4,85,0,0,0,0,0,0
1,303.8,312.9,1594.0,35.2,69,0,0,0,0,0,0
0,296.8,307.5,1474.0,42.4,107,0,0,0,0,0,0
0,298.4,309.5,1357.0,50.1,125,0,0,0,0,0,0
0,300.9,310.6,1538.0,36.7,3,0,0,0,0,0,0
1,303.3,312.7,1642.0,33.6,104,0,0,0,0,0,0
0,296.9,307.8,1425.0,49.1,163,0,0,0,0,0,0
2,298.8,309.9,1439.0,45.2,40,0,0,0,0,0,1
1,299.7,310.5,1492.0,39.3,131,0,0,0,0,0,0
0,301.0,311.4,1478.0,39.5,75,0,0,0,0,0,0
0,302.9,312.2,1571.0,40.6,139,0,0,0,0,0,0
1,300.7,311.0,1378.0,41.2,93,0,0,0,0,0,0
1,299.1,308.8,1491.0,41.0,209,0,0,0,0,0,0
2,303.6,311.7,1476.0,40.1,85,0,0,0,0,0,0
0,298.6,310.0,1334.0,48.0,42,0,0,0,0,0,0
1,301.9,311.0,1432.0,41.5,51,0,0,0,0,0,0
1,297.7,308.8,1388.0,45.6,190,0,0,0,0,0,0
0,303.5,313.0,1606.0,34.0,126,0,0,0,0,0,0
0,297.0,307.7,1731.0,28.5,186,0,0,0,0,0,0
0,301.1,310.7,1376.0,49.1,0,0,0,0,0,0,0
0,300.9,312.4,1364.0,52.5,125,0,0,0,0,0,0
2,297.4,309.3,1365.0,52.4,76,0,0,0,0,0,0
2,298.8,310.1,1704.0,30.7,150,0,0,0,0,0,0
1,299.2,308.9,1573.0,37.4,212,0,0,0,0,0,0
2,299.1,310.6,1332.0,48.0,148,0,0,0,0,0,0
2,300.5,311.6,1506.0,36.2,10,0,0,0,0,0,0
0,297.4,308.4,1525.0,38.7,62,0,0,0,0,0,0
0,301.1,311.3,1622.0,35.6,34,0,0,0,0,0,0
0,301.4,310.6,1481.0,37.6,77,0,0,0,0,0,0
1,297.2,308.5,1611.0,31.6,197,0,0,0,0,0,0
1,299.5,309.2,1497.0,40.9,169,0,0,0,0,0,0
0,301.7,310.7,1318.0,55.0,194,0,0,0,0,0,0
2,298.2,307.9,1491.0,39.7,181,0,0,0,0,0,0
1,298.1,308.7,1547.0,38.9,0,0,0,0,0,0,0
0,299.1,310.5,1471.0,38.4,146,0,0,0,0,0,0
0,299.7,309.2,1326.0,64.8,71,0,0,0,0,0,0
0,300.3,311.8,1548.0,33.0,16,0,0,0,0,0,0
0,301.5,310.6,1899.5,20.2,124,0,0,0,0,0,0
1,302.2,311.3,1375.0,47.0,98,0,0,0,0,0,0
0,302.0,310.0,1832.0,22.9,178,0,0,0,0,0,0
1,298.7,310.2,1598.0,33.3,36,0,0,0,0,0,0
0,298.4,308.6,1569.0,34.4,160,0,0,0,0,0,0
1,301.4,310.7,1692.0,32.3,5,0,0,0,0,0,0
0,301.4,310.4,1301.0,51.2,112,0,0,0,0,0,0
0,297.7,308.8,1515.0,40.1,82,0,0,0,0,0,0
0,297.8,307.5,1391.0,48.6,109,0,0,0,0,0,0
0,302.6,310.8,1486.0,36.4,160,0,0,0,0,0,0
1,300.2,311.6,1608.0,35.0,212,0,0,0,0,0,0
0,300.4,309.6,1553.0,43.9,75,0,0,0,0,0,0
0,299.4,309.2,1569.0,40.8,73,0,0,0,0,0,0
0,302.4,311.2,1404.0,52.0,57,0,0,0,0,0,0
0,297.9,307.7,1537.0,37.7,15,0,0,0,0,0,0
1,301.4,310.3,1610.0,29.1,166,0,0,0,0,0,0
1,301.0,310.8,1533.0,39.3,194,0,0,0,0,0,0
1,298.6,309.6,1344.0,59.4,200,0,0,0,0,0,0
2,301.3,311.0,1341.0,59.3,134,0,0,0,0,0,0
0,300.5,311.6,1730.0,30.2,106,0,0,0,0,0,0
0,298.6,309.9,1556.0,38.6,36,0,0,0,0,0,0
0,301.7,310.2,1686.0,28.9,59,0,0,0,0,0,0
2,301.9,310.8,1455.0,42.7,85,0,0,0,0,0,0
1,300.9,310.9,1727.0,30.1,102,0,0,0,0,0,0
0,299.6,310.8,1393.0,49.9,78,0,0,0,0,0,0
1,298.8,310.0,1529.0,38.5,77,0,0,0,0,0,0
1,302.7,311.8,1728.0,30.0,12,0,0,0,0,0,0
0,302.3,311.2,1549.0,40.6,66,0,0,0,0,0,0
0,298.8,309.1,1489.0,49.1,128,0,0,0,0,0,0
0,297.9,307.7,1492.0,43.7,59,0,0,0,0,0,0
0,301.2,310.0,1618.0,37.6,32,0,0,0,0,0,0
1,298.2,309.4,1693.0,34.4,73,0,0,0,0,0,0
2,299.7,309.2,1468.0,49.6,132,0,0,0,0,0,0
2,297.5,308.4,1587.0,36.1,98,0,0,0,0,0,0
0,298.3,308.8,1645.0,30.4,33,0,0,0,0,0,0
1,297.4,308.6,1604.0,32.8,85,0,0,0,0,0,0
1,300.3,311.7,1447.0,36.8,0,0,0,0,0,0,0
0,297.6,309.0,1487.0,45.4,64,0,0,0,0,0,0
0,302.8,310.6,1671.0,30.5,201,0,0,0,0,0,0
0,299.2,308.5,1387.0,51.1,98,0,0,0,0,0,0
0,297.7,307.6,1844.0,21.9,61,0,0,0,0,0,0
0,300.3,309.2,1807.0,26.4,169,0,0,0,0,0,0
0,300.6,310.9,1344.0,46.7,133,0,0,0,0,0,0
0,301.7,309.8,1491.0,39.3,114,0,0,0,0,0,0
2,296.6,307.4,1333.0,50.2,177,0,0,0,0,0,0
0,297.6,308.3,1742.0,27.7,13,0,0,0,0,0,0
1,302.4,310.1,1520.0,36.6,97,0,0,0,0,0,0
2,302.2,310.0,1468.0,43.6,38,0,0,0,0,0,0
1,296.3,307.4,1335.0,50.5,48,0,0,0,0,0,0
1,300.4,309.6,1614.0,30.3,161,0,0,0,0,0,0
1,297.7,307.2,1405.0,43.7,2,0,0,0,0,0,0
0,300.8,311.4,1316.0,57.6,43,0,0,0,0,0,0
0,302.7,310.4,1542.0,35.7,38,0,0,0,0,0,0
0,298.1,307.6,1498.0,42.9,171,0,0,0,0,0,0
0,300.8,311.7,1578.0,31.4,219,0,0,0,0,0,0
1,300.5,309.7,1389.0,43.3,9,0,0,0,0,0,0
0,297.5,308.7,1761.0,26.2,164,0,0,0,0,0,0
0,297.0,307.9,1296.0,67.19999999999999,153,0,0,0,0,0,1
0,300.1,311.4,1418.0,47.7,73,0,0,0,0,0,0
0,301.3,310.1,1355.0,53.6,193,0,0,0,0,0,0
1,299.6,310.1,1357.0,48.7,96,0,0,0,0,0,0
1,303.0,311.1,1526.0,37.3,176,0,0,0,0,0,0
0,299.0,308.7,1396.0,48.6,0,0,0,0,0,0,0
0,302.7,312.1,1728.0,24.4,146,0,0,0,0,0,0
0,301.4,311.3,1397.0,42.3,48,0,0,0,0,0,0
1,299.3,308.7,1420.0,50.3,208,0,0,0,0,0,0
