rotational_speed_[rpm],tool_wear_[min],air_temperature_[k],type,twf,pwf,process_temperature_[k],hdf,rnf,osf
1809.0,180,302.9,1,0,0,312.3,0,0,0
1388.0,190,300.6,1,0,0,310.7,0,0,0
1498.0,47,300.8,0,0,0,309.6,0,0,0
1376.0,112,297.3,2,0,0,308.6,0,0,0
1615.0,127,304.0,0,0,0,313.2,0,0,0
1525.0,62,301.9,0,0,0,310.8,0,0,0
1592.0,85,298.1,0,0,0,309.0,0,0,0
1596.0,160,299.9,0,0,0,311.4,0,0,0
1426.0,53,295.6,1,0,0,306.3,0,0,0
1602.0,211,298.8,0,0,0,310.6,0,0,0
1553.0,18,298.5,1,0,0,308.8,0,0,0
1451.0,18,298.5,0,0,0,308.2,0,0,0
1473.0,232,302.8,0,0,0,312.3,0,0,0
1427.0,122,300.4,2,0,0,311.4,0,0,0
1416.0,48,302.2,0,0,0,311.6,0,0,0
1666.0,30,298.2,0,0,0,308.8,0,0,0
1309.0,100,301.1,1,0,0,310.5,0,0,0
1444.0,92,300.5,0,0,0,311.6,0,0,0
1899.5,148,298.8,0,0,0,310.0,0,0,0
1715.0,203,300.4,2,0,0,311.6,0,0,0
1425.0,154,299.1,0,0,0,310.2,0,0,0
1355.0,188,303.7,0,0,0,313.1,0,0,0
1488.0,87,300.8,1,0,0,311.2,0,0,0
1627.0,118,299.9,0,0,0,311.4,0,0,0
1402.0,98,301.0,0,0,0,311.0,0,0,0
1838.0,215,301.3,1,0,0,311.4,0,0,0
1280.0,19,297.5,1,0,0,308.9,0,0,0
1497.0,72,298.8,1,0,0,308.8,0,0,0
1525.0,30,299.4,0,0,0,309.3,0,0,0
1788.0,90,300.9,0,0,0,310.4,0,0,0
1736.0,146,299.6,1,0,0,309.0,0,0,0
1498.0,37,300.0,2,0,0,309.4,0,0,0
1814.0,204,298.8,0,0,0,310.2,0,0,0
1440.0,136,298.6,0,0,0,309.4,0,0,0
1590.0,23,299.8,0,0,0,309.5,0,0,0
1547.0,131,300.4,2,0,0,309.5,0,0,0
1521.0,94,298.5,1,0,0,309.4,0,0,0
1899.5,98,298.4,0,0,0,309.5,0,0,0
1899.5,166,303.7,0,0,0,312.7,0,0,0
1443.0,51,302.3,2,0,0,311.4,0,0,0
1411.0,44,304.2,1,0,0,313.4,0,0,0
1434.0,173,302.3,0,0,0,311.9,0,0,0
1424.0,127,300.4,0,0,0,311.4,0,0,0
1429.0,117,298.2,0,0,0,307.8,0,0,0
1665.0,17,297.3,1,0,0,308.4,0,0,0
1680.0,67,303.4,0,0,0,312.3,0,0,0
1468.0,157,298.5,0,0,0,309.8,0,0,0
1533.0,137,300.9,1,0,0,310.2,0,0,0
1423.0,200,298.7,1,0,0,309.1,0,0,0
1295.0,77,300.9,2,0,0,311.3,0,0,0
1472.0,198,297.5,1,0,0,308.6,0,0,0
1372.0,173,299.4,0,0,0,310.5,0,0,0
1741.0,50,298.8,1,0,0,309.9,0,0,0
1573.0,14,303.8,0,0,0,312.9,0,0,0
1447.0,193,300.9,1,0,0,312.0,0,0,0
1561.0,180,302.3,0,0,0,311.0,0,0,0
1698.0,14,301.0,1,0,0,310.6,0,0,0
1436.0,32,298.9,0,0,0,310.3,0,0,0
1532.0,109,300.1,0,0,0,310.5,0,0,0
1627.0,17,299.6,0,0,0,310.2,0,0,0
1329.0,148,302.5,0,0,0,310.2,0,0,0
1475.0,49,300.5,0,0,0,311.3,0,0,0
1646.0,63,300.5,0,0,0,310.5,0,0,0
1509.0,168,299.0,0,0,0,310.0,0,0,0
1334.0,68,301.8,0,0,0,311.2,0,0,0
1678.0,180,297.4,0,0,0,308.6,0,0,0
1466.0,34,297.6,1,0,0,308.5,0,0,0
1413.0,153,299.6,0,0,0,309.0,0,0,0
1899.5,125,297.9,0,0,0,308.6,0,0,0
1465.0,109,303.1,0,0,0,312.8,0,0,0
1656.0,195,303.4,0,0,0,312.2,0,0,0
1817.0,125,303.4,1,0,0,311.5,0,0,0
1670.0,150,301.0,0,0,0,311.7,0,0,0
1616.0,110,298.9,0,0,0,309.8,0,0,0
1899.5,195,298.1,1,0,0,308.8,0,0,0
1346.0,157,302.2,0,0,0,311.5,0,0,0
1355.0,209,298.2,0,0,0,308.4,0,0,0
1469.0,126,300.9,2,0,0,309.5,0,0,0
1472.0,28,298.8,0,0,0,308.1,0,0,0
1899.5,45,304.1,1,0,0,313.2,0,0,0
1408.0,202,301.0,0,0,0,310.5,0,0,0
1636.0,56,295.6,0,0,0,306.3,0,0,0
1580.0,140,297.2,0,0,0,307.9,0,0,0
1556.0,132,302.4,0,0,0,310.1,0,0,0
1422.0,85,298.7,2,0,0,309.8,0,0,0
1804.0,174,301.0,0,0,0,311.0,0,0,0
1899.5,21,302.7,0,0,0,310.7,0,0,0
1899.5,9,300.0,0,0,0,309.5,0,0,0
1425.0,135,298.8,2,0,0,309.2,0,0,0
1736.0,27,298.1,1,0,0,308.2,0,0,0
1515.0,228,299.2,0,0,0,309.0,0,0,0
1596.0,219,301.2,0,0,0,311.0,0,0,0
1495.0,215,302.4,0,0,0,311.7,0,0,0
1212.0,30,301.0,2,0,0,310.0,0,0,0
1675.0,64,300.0,0,0,0,310.2,0,0,0
1478.0,45,300.2,1,0,0,310.3,0,0,0
1436.0,43,298.2,0,0,0,308.2,0,0,0
1474.0,35,300.3,0,0,0,309.5,0,0,0
1649.0,43,300.2,0,0,0,310.1,0,0,0
1767.0,196,299.3,1,0,0,308.9,0,0,0
1548.0,25,300.3,0,0,0,311.5,0,0,0
1899.5,116,300.6,0,0,0,310.4,0,0,0
1721.0,112,302.4,0,0,0,311.7,0,0,0
1641.0,178,300.7,1,0,0,310.0,0,0,0
1680.0,111,301.6,0,0,0,311.1,0,0,0
1409.0,9,300.3,1,0,0,310.0,0,0,0
1593.0,162,301.5,0,0,0,310.8,0,0,0
1519.0,61,297.9,0,0,0,308.5,0,0,0
1343.0,211,300.7,1,0,0,310.7,0,0,0
1771.0,202,303.4,0,0,0,311.9,0,0,0
1899.5,57,298.3,0,0,0,308.0,0,0,0
1379.0,85,299.5,0,0,0,310.0,0,0,0
1594.0,69,303.8,1,0,0,312.9,0,0,0
1474.0,107,296.8,0,0,0,307.5,0,0,0
1357.0,125,298.4,0,0,0,309.5,0,0,0
1538.0,3,300.9,0,0,0,310.6,0,0,0
1642.0,104,303.3,1,0,0,312.7,0,0,0
1425.0,163,296.9,0,0,0,307.8,0,0,0
1439.0,40,298.8,2,0,0,309.9,0,0,0
1492.0,131,299.7,1,0,0,310.5,0,0,0
1478.0,75,301.0,0,0,0,311.4,0,0,0
1571.0,139,302.9,0,0,0,312.2,0,0,0
1378.0,93,300.7,1,0,0,311.0,0,0,0
1491.0,209,299.1,1,0,0,308.8,0,0,0
1476.0,85,303.6,2,0,0,311.7,0,0,0
1334.0,42,298.6,0,0,0,310.0,0,0,0
1432.0,51,301.9,1,0,0,311.0,0,0,0
1388.0,190,297.7,1,0,0,308.8,0,0,0
1606.0,126,303.5,0,0,0,313.0,0,0,0
1731.0,186,297.0,0,0,0,307.7,0,0,0
1376.0,0,301.1,0,0,0,310.7,0,0,0
1364.0,125,300.9,0,0,0,312.4,0,0,0
1365.0,76,297.4,2,0,0,309.3,0,0,0
1704.0,150,298.8,2,0,0,310.1,0,0,0
1573.0,212,299.2,1,0,0,308.9,0,0,0
1332.0,148,299.1,2,0,0,310.6,0,0,0
1506.0,10,300.5,2,0,0,311.6,0,0,0
1525.0,62,297.4,0,0,0,308.4,0,0,0
1622.0,34,301.1,0,0,0,311.3,0,0,0
1481.0,77,301.4,0,0,0,310.6,0,0,0
1611.0,197,297.2,1,0,0,308.5,0,0,0
1497.0,169,299.5,1,0,0,309.2,0,0,0
1318.0,194,301.7,0,0,0,310.7,0,0,0
1491.0,181,298.2,2,0,0,307.9,0,0,0
1547.0,0,298.1,1,0,0,308.7,0,0,0
1471.0,146,299.1,0,0,0,310.5,0,0,0
1326.0,71,299.7,0,0,0,309.2,0,0,0
1548.0,16,300.3,0,0,0,311.8,0,0,0
1899.5,124,301.5,0,0,0,310.6,0,0,0
1375.0,98,302.2,1,0,0,311.3,0,0,0
1832.0,178,302.0,0,0,0,310.0,0,0,0
1598.0,36,298.7,1,0,0,310.2,0,0,0
1569.0,160,298.4,0,0,0,308.6,0,0,0
1692.0,5,301.4,1,0,0,310.7,0,0,0
1301.0,112,301.4,0,0,0,310.4,0,0,0
1515.0,82,297.7,0,0,0,308.8,0,0,0
1391.0,109,297.8,0,0,0,307.5,0,0,0
1486.0,160,302.6,0,0,0,310.8,0,0,0
1608.0,212,300.2,1,0,0,311.6,0,0,0
1553.0,75,300.4,0,0,0,309.6,0,0,0
1569.0,73,299.4,0,0,0,309.2,0,0,0
1404.0,57,302.4,0,0,0,311.2,0,0,0
1537.0,15,297.9,0,0,0,307.7,0,0,0
1610.0,166,301.4,1,0,0,310.3,0,0,0
1533.0,194,301.0,1,0,0,310.8,0,0,0
1344.0,200,298.6,1,0,0,309.6,0,0,0
1341.0,134,301.3,2,0,0,311.0,0,0,0
1730.0,106,300.5,0,0,0,311.6,0,0,0
1556.0,36,298.6,0,0,0,309.9,0,0,0
1686.0,59,301.7,0,0,0,310.2,0,0,0
1455.0,85,301.9,2,0,0,310.8,0,0,0
1727.0,102,300.9,1,0,0,310.9,0,0,0
1393.0,78,299.6,0,0,0,310.8,0,0,0
1529.0,77,298.8,1,0,0,310.0,0,0,0
1728.0,12,302.7,1,0,0,311.8,0,0,0
1549.0,66,302.3,0,0,0,311.2,0,0,0
1489.0,128,298.8,0,0,0,309.1,0,0,0
1492.0,59,297.9,0,0,0,307.7,0,0,0
1618.0,32,301.2,0,0,0,310.0,0,0,0
1693.0,73,298.2,1,0,0,309.4,0,0,0
1468.0,132,299.7,2,0,0,309.2,0,0,0
1587.0,98,297.5,2,0,0,308.4,0,0,0
1645.0,33,298.3,0,0,0,308.8,0,0,0
1604.0,85,297.4,1,0,0,308.6,0,0,0
1447.0,0,300.3,1,0,0,311.7,0,0,0
1487.0,64,297.6,0,0,0,309.0,0,0,0
1671.0,201,302.8,0,0,0,310.6,0,0,0
1387.0,98,299.2,0,0,0,308.5,0,0,0
1844.0,61,297.7,0,0,0,307.6,0,0,0
1807.0,169,300.3,0,0,0,309.2,0,0,0
1344.0,133,300.6,0,0,0,310.9,0,0,0
1491.0,114,301.7,0,0,0,309.8,0,0,0
1333.0,177,296.6,2,0,0,307.4,0,0,0
1742.0,13,297.6,0,0,0,308.3,0,0,0
1520.0,97,302.4,1,0,0,310.1,0,0,0
1468.0,38,302.2,2,0,0,310.0,0,0,0
1335.0,48,296.3,1,0,0,307.4,0,0,0
1614.0,161,300.4,1,0,0,309.6,0,0,0
1405.0,2,297.7,1,0,0,307.2,0,0,0
1316.0,43,300.8,0,0,0,311.4,0,0,0
1542.0,38,302.7,0,0,0,310.4,0,0,0
1498.0,171,298.1,0,0,0,307.6,0,0,0
1578.0,219,300.8,0,0,0,311.7,0,0,0
1389.0,9,300.5,1,0,0,309.7,0,0,0
1761.0,164,297.5,0,0,0,308.7,0,0,0
1296.0,153,297.0,0,0,0,307.9,0,0,0
1418.0,73,300.1,0,0,0,311.4,0,0,0
1355.0,193,301.3,0,0,0,310.1,0,0,0
1357.0,96,299.6,1,0,0,310.1,0,0,0
1526.0,176,303.0,1,0,0,311.1,0,0,0
1396.0,0,299.0,0,0,0,308.7,0,0,0
1728.0,146,302.7,0,0,0,312.1,0,0,0
1397.0,48,301.4,0,0,0,311.3,0,0,0
1420.0,208,299.3,1,0,0,308.7,0,0,0
1359.0,118,301.2,1,0,0,310.9,0,0,0
1561.0,58,298.9,1,0,0,310.0,0,0,0
1519.0,29,298.5,1,0,0,308.0,0,0,0
1536.0,192,300.7,0,0,0,310.5,0,0,0
1740.0,110,301.4,0,0,0,310.8,0,0,0
1461.0,121,298.4,0,0,0,309.4,0,0,0
1530.0,110,303.5,1,0,0,312.9,0,0,0
1599.0,57,300.9,0,0,0,310.5,0,0,0
1499.0,166,298.2,0,0,0,308.0,0,0,0
1455.0,203,300.6,0,0,0,311.6,0,0,0
1708.0,57,300.5,0,0,0,311.5,0,0,0
1601.0,148,303.2,0,0,0,312.6,0,0,0
1672.0,39,300.3,0,0,0,310.4,0,0,0
1412.0,205,299.7,1,0,0,309.2,0,0,0
1730.0,209,300.5,1,0,0,311.9,0,0,0
1705.0,177,298.6,0,0,0,308.2,0,0,0
1482.0,112,297.5,1,0,0,309.4,0,0,0
1747.0,35,301.2,2,0,0,310.7,0,0,0
1786.0,35,301.6,2,0,0,310.5,0,0,0
1835.0,183,299.7,0,0,0,311.2,0,0,0
1396.0,96,297.0,0,0,0,307.8,0,0,0
1760.0,193,300.0,0,0,0,310.2,0,0,0
1655.0,12,300.8,0,0,0,311.7,0,0,0
1263.0,90,302.0,0,0,0,310.5,0,0,0
1517.0,222,297.0,2,0,0,308.1,0,0,0
1631.0,64,299.2,1,0,0,308.6,0,0,0
1311.0,40,301.7,0,0,0,310.2,0,0,0
1405.0,103,299.0,0,0,0,308.8,0,0,0
1555.0,172,301.1,0,0,0,311.2,0,0,0
1454.0,17,301.5,1,0,0,310.7,0,0,0
1765.0,29,301.8,0,0,0,310.3,0,0,0
1715.0,193,297.7,0,0,0,308.9,0,0,0
1705.0,109,298.1,0,0,0,307.7,0,0,0
1899.5,30,300.9,0,0,0,310.4,0,0,0
1436.0,47,302.8,2,0,0,311.0,0,0,0
1435.0,189,297.8,0,0,0,308.3,0,0,0
1665.0,177,301.0,1,0,0,310.4,0,0,0
1689.0,101,299.0,1,0,0,310.3,0,0,0
1813.0,197,301.0,0,0,0,310.9,0,0,0
1724.0,119,300.9,1,0,0,309.4,0,0,0
1402.0,52,302.9,1,0,0,311.0,0,0,0
1429.0,103,299.9,0,0,0,311.3,0,0,0
1426.0,89,297.9,0,0,0,307.9,0,0,0
1477.0,163,299.7,1,0,0,309.6,0,0,0
1474.0,20,297.4,0,0,0,308.1,0,0,0
1431.0,158,301.6,0,0,0,311.0,0,0,0
1423.0,116,299.8,2,0,0,310.6,0,0,0
1606.0,98,303.5,1,0,0,312.4,0,0,0
1226.0,129,297.8,1,0,0,309.4,0,0,0
1450.0,68,302.6,0,0,0,310.5,0,0,0
1899.5,84,302.6,1,0,0,310.2,0,0,0
1566.0,82,301.3,0,0,0,310.9,0,0,0
1674.0,12,302.3,1,0,0,311.5,0,0,0
1462.0,118,303.4,0,0,0,312.6,0,0,0
1525.0,27,298.9,1,0,0,310.5,0,0,0
1442.0,4,300.3,1,0,0,310.2,0,0,0
1435.0,25,298.5,0,0,0,310.0,0,0,0
1303.0,2,303.7,1,0,0,313.0,0,0,0
1635.0,99,302.0,0,0,0,310.5,0,0,0
1493.0,217,300.9,0,0,0,312.0,0,0,0
1505.0,173,300.8,0,0,0,312.1,0,0,0
1500.0,116,298.7,1,0,0,309.5,0,0,0
1450.0,101,304.0,1,0,0,313.1,0,0,0
1427.0,179,297.6,1,0,0,309.0,0,0,0
1512.0,9,301.5,0,0,0,310.8,0,0,0
1424.0,68,301.2,1,0,0,310.9,0,0,0
1464.0,207,298.8,0,0,0,310.5,0,0,0
1705.0,200,297.2,0,0,0,308.0,0,0,0
1342.0,195,299.2,0,0,0,308.9,0,0,0
1525.0,202,300.4,0,0,0,309.3,0,0,0
1270.0,54,300.8,1,0,0,310.3,0,0,0
1810.0,195,300.7,0,0,0,309.6,0,0,0
1899.5,205,299.6,0,0,0,310.7,0,0,0
1386.0,170,300.4,0,0,0,309.6,0,0,0
1387.0,32,299.5,1,0,0,309.4,0,0,0
1604.0,106,297.5,0,0,0,308.4,0,0,0
1517.0,215,298.6,1,0,0,309.9,0,0,0
1393.0,168,301.8,1,0,0,311.0,0,0,0
1328.0,11,298.9,1,0,0,308.2,0,0,0
1543.0,61,303.7,0,0,0,312.8,0,0,0
1408.0,76,303.9,0,0,0,313.0,0,0,0
1580.0,176,302.5,1,0,0,310.4,0,0,0
1386.0,116,299.8,0,0,0,309.3,0,0,0
1583.0,72,303.3,1,0,0,311.8,0,0,0
1297.0,109,302.3,0,0,0,311.2,0,0,0
1858.0,26,300.1,0,0,0,309.4,0,0,0
1665.0,139,302.3,0,0,0,311.6,0,0,0
1453.0,119,298.0,0,0,0,307.8,0,0,0
1508.0,92,298.0,0,0,0,308.9,0,0,0
1323.0,207,297.1,0,0,0,308.5,0,0,0
1600.0,160,301.5,0,0,0,310.9,0,0,0
1361.0,167,299.8,0,0,0,310.0,0,0,0
1674.0,76,303.3,1,0,0,312.5,0,0,0
1404.0,32,298.5,0,0,0,308.0,0,0,0
1899.5,78,298.1,0,0,0,308.9,0,0,0
1362.0,206,300.3,0,0,0,310.3,0,0,0
1476.0,173,301.0,0,0,0,310.4,0,0,0
1366.0,221,302.8,0,0,0,312.3,0,0,0
1487.0,206,298.6,1,0,0,309.1,0,0,0
1304.0,153,297.1,0,0,0,308.4,0,0,0
1515.0,54,300.5,0,0,0,310.5,0,0,0
1449.0,83,298.5,1,0,0,309.2,0,0,0
1634.0,71,302.9,0,0,0,311.2,0,0,0
1407.0,107,303.1,0,0,0,312.4,0,0,0
1589.0,116,303.4,0,0,0,312.7,0,0,0
1573.0,33,297.8,0,0,0,307.8,0,0,0
1454.0,19,297.5,0,0,0,308.7,0,0,0
1514.0,155,300.8,0,0,0,310.2,0,0,0
1874.0,28,297.7,0,0,0,309.0,0,0,0
1663.0,71,303.2,0,0,0,312.4,0,0,0
1365.0,170,297.7,0,0,0,309.2,0,0,0
1754.0,206,297.1,0,0,0,308.1,0,0,0
1488.0,5,301.1,0,0,0,311.6,0,0,0
1331.0,13,298.1,0,0,0,308.3,0,0,0
1544.0,150,296.9,1,0,0,307.8,0,0,0
1397.0,165,299.1,1,0,0,310.6,0,0,0
1559.0,195,301.0,0,0,0,311.5,0,0,0
1439.0,188,297.4,0,0,0,308.6,0,0,0
1635.0,23,302.1,1,0,0,311.5,0,0,0
1486.0,66,300.0,0,0,0,310.2,0,0,0
1435.0,184,298.0,0,0,0,307.7,0,0,0
1402.0,157,302.3,0,0,0,310.7,0,0,0
1445.0,144,301.4,2,0,0,311.1,0,0,0
1629.0,55,300.0,1,0,0,311.3,0,0,0
1403.0,64,300.6,1,0,0,310.6,0,0,0
1552.0,90,297.6,1,0,0,308.5,0,0,0
1324.0,173,297.4,0,0,0,309.0,0,0,0
1636.0,157,302.5,1,0,0,311.4,0,0,0
1393.0,190,300.0,1,0,0,310.2,0,0,0
1594.0,204,301.7,1,0,0,310.8,0,0,0
1502.0,181,297.1,1,0,0,308.4,0,0,0
1379.0,2,300.5,0,0,0,309.5,0,0,0
1683.0,46,303.7,0,0,0,313.1,0,0,0
1490.0,126,299.7,1,0,0,310.5,0,0,0
1651.0,42,298.7,0,0,0,309.9,0,0,0
1580.0,64,302.4,1,0,0,311.0,0,0,0
1555.0,190,297.8,2,0,0,307.3,0,0,0
1596.0,174,300.7,0,0,0,311.0,0,0,0
1510.0,35,298.8,2,0,0,309.8,0,0,0
1367.0,44,299.1,0,0,0,310.1,0,0,0
1375.0,128,297.5,0,0,0,308.5,0,0,0
1899.5,131,302.5,1,0,0,310.5,0,0,0
1693.0,100,297.1,0,0,0,308.4,0,0,0
1358.0,56,301.8,1,0,0,310.9,0,0,0
1865.0,129,302.4,0,0,0,310.4,0,0,0
1590.0,52,304.1,2,0,0,313.2,0,0,0
1451.0,18,299.9,0,0,0,309.5,0,0,0
1358.0,139,302.5,1,0,0,311.5,0,0,0
1335.0,110,298.1,1,0,0,308.9,0,0,0
1294.0,202,298.8,2,0,0,310.5,0,0,0
1296.0,202,300.5,1,0,0,311.1,0,0,0
1436.0,184,302.5,1,0,0,312.0,0,0,0
1794.0,211,300.6,0,0,0,310.3,0,0,0
1617.0,95,303.6,1,0,0,311.9,0,0,0
1456.0,89,302.8,0,0,0,311.1,0,0,0
1899.5,164,300.5,0,0,0,309.8,0,0,0
1535.0,160,299.9,0,0,0,311.3,0,0,0
1540.0,75,296.4,2,0,0,307.3,0,0,0
1590.0,59,297.3,0,0,0,308.3,0,0,0
1691.0,36,300.6,2,0,0,309.4,0,0,0
1744.0,42,297.6,0,0,0,308.6,0,0,0
1743.0,0,299.4,2,0,0,309.3,0,0,0
1493.0,167,300.2,0,0,0,311.7,0,0,0
1512.0,44,302.6,0,0,0,312.3,0,0,0
1496.0,22,297.5,1,0,0,308.5,0,0,0
1557.0,135,296.9,0,0,0,307.8,0,0,0
1349.0,9,303.2,0,0,0,311.4,0,0,0
1625.0,173,301.2,1,0,0,310.0,0,0,0
1413.0,137,300.2,1,0,0,309.7,0,0,0
1339.0,123,300.3,2,0,0,311.6,0,0,0
1672.0,13,301.9,2,0,0,311.0,0,0,0
1622.0,103,297.5,1,0,0,308.3,0,0,0
1559.0,119,302.3,1,0,0,310.7,0,0,0
1465.0,89,300.5,0,0,0,309.3,0,0,0
1436.0,214,301.8,1,0,0,309.6,0,0,0
1513.0,64,301.7,0,0,0,310.6,0,0,0
1456.0,15,301.2,1,0,0,309.9,0,0,0
1438.0,64,298.9,0,0,0,308.7,0,0,0
1593.0,210,301.3,1,0,0,310.0,0,0,0
1571.0,51,300.9,0,0,0,310.8,0,0,0
1653.0,2,302.2,1,0,0,311.7,0,0,0
1446.0,88,297.4,0,0,0,308.6,0,0,0
1657.0,156,297.4,1,0,0,308.6,0,0,0
1899.5,199,302.8,0,0,0,310.6,0,0,0
1504.0,51,298.8,0,0,0,310.2,0,0,0
1899.5,59,298.5,2,0,0,309.4,0,0,0
1734.0,161,299.0,0,0,0,308.6,0,0,0
1748.0,2,302.6,0,0,0,310.5,0,0,0
1367.0,50,302.9,0,0,0,312.2,0,0,0
1377.0,42,298.1,1,0,0,307.9,0,0,0
1303.0,52,298.1,1,0,0,307.9,0,0,0
1490.0,110,298.4,0,0,0,308.5,0,0,0
1510.0,36,303.3,0,0,0,311.4,0,0,0
1506.0,204,302.4,2,0,0,311.2,0,0,0
1432.0,87,299.0,0,0,0,310.2,0,0,0
1547.0,107,295.9,0,0,0,306.7,0,0,0
1459.0,201,297.5,2,0,0,309.3,0,0,0
1519.0,45,297.3,0,0,0,308.3,0,0,0
1899.5,190,301.3,1,0,0,310.4,0,0,0
1763.0,54,297.3,0,0,0,308.1,0,0,0
1502.0,88,299.1,0,0,0,308.8,0,0,0
1623.0,102,303.3,0,0,0,312.6,0,0,0
1644.0,186,301.5,0,0,0,310.5,0,0,0
1665.0,7,298.1,0,0,0,307.9,0,0,0
1761.0,76,298.1,0,0,0,307.8,0,0,0
1769.0,40,303.4,2,0,0,312.3,0,0,0
1468.0,179,300.3,0,0,0,309.6,0,0,0
1488.0,146,297.1,0,0,0,308.4,0,0,0
1583.0,176,299.4,0,0,0,308.9,0,0,0
1421.0,95,302.1,1,0,0,310.6,0,0,0
1457.0,120,300.6,0,0,0,310.4,0,0,0
1283.0,112,299.5,0,0,0,310.8,0,0,0
1507.0,108,299.6,0,0,0,310.8,0,0,0
1556.0,75,299.4,0,0,0,309.2,0,0,0
1560.0,139,300.5,0,0,0,309.7,0,0,0
1495.0,184,300.5,2,0,0,310.0,0,0,0
1577.0,4,300.5,1,0,0,311.6,0,0,0
1493.0,131,302.5,0,0,0,311.5,0,0,0
1586.0,129,299.3,1,0,0,309.2,0,0,0
1472.0,166,304.0,2,0,0,313.1,0,0,0
1619.0,92,303.7,0,0,0,312.2,0,0,0
1408.0,49,302.2,1,0,0,310.8,0,0,0
1596.0,193,302.6,0,0,0,310.5,0,0,0
1480.0,72,304.1,1,0,0,313.3,0,0,0
1675.0,59,297.4,1,0,0,308.4,0,0,0
1517.0,67,297.9,0,0,0,307.7,0,0,0
1677.0,48,300.3,1,0,0,311.9,0,0,0
1442.0,49,300.7,0,0,0,310.7,0,0,0
1450.0,138,298.0,0,0,0,307.6,0,0,0
1690.0,119,296.7,0,0,0,307.9,0,0,0
1622.0,42,299.0,0,0,0,308.9,0,0,0
1709.0,79,300.0,0,0,0,309.0,0,0,0
1612.0,183,297.8,0,0,0,308.4,0,0,0
1523.0,25,300.2,0,0,0,310.1,0,0,0
1609.0,41,302.2,0,0,0,311.4,0,0,0
1396.0,64,297.3,0,0,0,308.3,0,0,0
1450.0,118,297.9,0,0,0,309.0,0,0,0
1627.0,78,301.7,1,0,0,310.7,0,0,0
1437.0,117,297.4,0,0,0,309.2,0,0,0
1420.0,133,300.9,1,0,0,310.7,0,0,0
1222.0,148,303.6,0,0,0,311.8,0,0,0
1611.0,155,297.6,0,0,0,309.2,0,0,0
1671.0,136,297.5,0,0,0,308.6,0,0,0
1512.0,86,301.0,2,0,0,310.4,0,0,0
1378.0,176,302.7,1,0,0,312.1,0,0,0
1503.0,154,303.8,0,0,0,312.8,0,0,0
1350.0,2,303.9,1,0,0,313.2,0,0,0
1499.0,135,302.5,0,0,0,311.1,0,0,0
1500.0,17,300.6,2,0,0,311.7,0,0,0
1651.0,146,302.0,0,0,0,310.5,0,0,0
1485.0,57,298.1,0,0,0,308.2,0,0,0
1693.0,80,303.3,1,0,0,312.1,0,0,0
1366.0,0,302.4,1,0,0,311.1,0,0,0
1513.0,92,302.9,0,0,0,312.2,0,0,0
1234.0,160,300.7,0,0,0,310.4,0,0,0
1637.0,2,298.3,2,0,0,308.0,0,0,0
1448.0,167,302.0,0,0,0,310.4,0,0,0
1585.0,2,297.5,0,0,0,308.6,0,0,0
1490.0,217,300.8,0,0,0,311.7,0,0,0
1884.0,163,301.9,0,0,0,310.4,0,0,0
1629.0,73,303.5,2,0,0,311.5,0,0,0
1532.0,136,297.4,0,0,0,308.6,0,0,0
1587.0,162,298.9,0,0,0,310.1,0,0,0
1584.0,117,298.4,1,0,0,308.7,0,0,0
1444.0,123,300.0,0,0,0,309.2,0,0,0
1577.0,5,297.9,2,0,0,309.2,0,0,0
1614.0,191,300.4,0,0,0,310.1,0,0,0
1555.0,24,300.6,2,0,0,309.4,0,0,0
1509.0,2,298.5,1,0,0,309.6,0,0,0
1452.0,185,298.9,0,0,0,310.0,0,0,0
1662.0,26,297.5,1,0,0,308.5,0,0,0
1311.0,39,301.7,1,0,0,311.0,0,0,0
1434.0,82,300.8,1,0,0,311.2,0,0,0
1629.0,89,300.0,2,0,0,309.6,0,0,0
1456.0,193,300.5,1,0,0,311.6,0,0,0
1388.0,76,298.2,0,0,0,307.8,0,0,0
1596.0,141,297.5,0,0,0,308.6,0,0,0
1724.0,101,301.1,0,0,0,310.8,0,0,0
1553.0,209,300.4,1,0,0,311.8,0,0,0
1454.0,58,300.6,2,0,0,310.5,0,0,0
1463.0,116,298.3,0,0,0,309.9,0,0,0
1363.0,149,298.5,1,0,0,308.0,0,0,0
1771.0,162,301.8,0,0,0,311.0,0,0,0
1642.0,126,301.9,0,0,0,311.0,0,0,0
1475.0,54,297.6,1,0,0,308.7,0,0,0
1318.0,11,301.5,0,0,0,310.9,0,0,0
1396.0,142,300.4,0,0,0,310.8,0,0,0
1673.0,171,300.4,0,0,0,311.2,0,0,0
1533.0,159,299.0,0,0,0,310.2,0,0,0
1570.0,200,298.7,1,0,0,309.8,0,0,0
1592.0,14,303.3,0,0,0,311.3,0,0,0
1589.0,190,299.7,0,0,0,310.8,0,0,0
1527.0,159,303.8,1,0,0,312.6,0,0,0
1593.0,83,297.9,0,0,0,307.7,0,0,0
1388.0,59,299.2,2,0,0,308.4,0,0,0
1420.0,57,302.6,1,0,0,310.5,0,0,0
1545.0,152,302.2,0,0,0,311.6,0,0,0
1465.0,9,300.0,0,0,0,309.1,0,0,0
1582.0,121,298.7,2,0,0,309.8,0,0,0
1534.0,47,298.8,1,0,0,309.8,0,0,0
1476.0,161,302.2,1,0,0,311.0,0,0,0
1619.0,242,299.1,0,0,0,310.3,0,0,0
